10006475,10-2022,1,Government,10000159,DIRECT CLIENT,0,0,0,1060,6971,0,0,836,0,7620,0,0,16487
10021641,08-2023,1,Government,5,INF-KRY,0,0,0,0,8640,7344,0,0,0,0,0,0,15984
10028160,02-2022,2,Commercial,18,BUILDERS,0,480,0,1560,2520,10152,0,360,120,760,0,0,15952
10000299,10-2023,1,Government,10000164,SPL,0,0,0,0,0,15694,0,0,0,0,0,0,15694
10018535,07-2022,2,Commercial,13,ROP,0,0,0,0,15445,0,0,0,0,0,0,0,15445
1573,05-2023,20000001,Government Commercial,10000132,PID(I),0,540,0,2814,1374,7918,0,198,108,2444,0,0,15396
10018535,08-2022,2,Commercial,13,ROP,0,0,0,0,15192,0,0,0,0,0,0,0,15192
10018535,03-2022,2,Commercial,13,ROP,0,0,0,0,14907,0,0,0,0,0,0,0,14907
10023765,11-2022,2,Commercial,18,BUILDERS,0,0,0,348,4212,4320,0,2160,108,3456,0,0,14604
10028265,09-2022,2,Commercial,18,BUILDERS,0,0,0,3076,3520,3576,0,864,0,3132,0,0,14168
1683,02-2024,1,Government,2,PID(I),0,180,0,6502,1860,3193,0,96,480,1821,0,0,14132
10000299,09-2022,1,Government,10000164,SPL,0,0,0,2728,2064,7648,0,0,0,1572,0,0,14012
10019201,08-2023,1,Government,5,INF-KRY,0,0,0,0,6912,6942,0,0,0,0,0,0,13854
4927,05-2022,1,Government,2,PID(I),0,1416,0,2121,1502,1853,0,2440,1092,3398,0,0,13822
1665,01-2023,1,Government,2,PID(I),0,216,0,1944,3240,3615,0,1296,0,3456,0,0,13767
10020098,05-2022,1,Government,10000164,SPL,0,0,0,2052,1944,3780,0,3240,0,2484,0,0,13500
4926,02-2022,1,Government,10000164,SPL,0,0,0,1836,2808,3456,0,2916,0,2456,0,0,13472
4927,08-2022,1,Government,2,PID(I),0,2024,0,1117,1558,2410,0,2870,1728,1469,0,0,13176
10007999,05-2022,1,Government,10000158,PRQ (QTA),0,0,0,0,522,12429,0,0,0,0,0,0,12951
1665,11-2022,1,Government,2,PID(I),0,200,0,2040,3200,2610,0,1240,320,3260,0,0,12870
2351,10-2022,1,Government,10000164,SPL,0,0,0,2884,2992,3100,0,1620,0,2160,0,0,12756
1689,08-2023,20000001,Government Commercial,10000132,PID(I),0,0,0,4036,4383,3837,0,216,0,252,0,0,12724
10000299,12-2022,1,Government,10000164,SPL,0,0,0,0,0,0,0,0,0,12645,0,0,12645
1683,11-2023,1,Government,2,PID(I),0,122,0,1389,3948,2008,0,1052,580,3518,0,0,12617
1689,05-2023,20000001,Government Commercial,10000132,PID(I),0,39,0,5088,3207,3089,0,90,54,1043,0,0,12610
4605,12-2023,2,Commercial,13,ROP,0,0,0,1584,3370,3810,0,864,0,2890,0,0,12518
10030943,06-2023,2,Commercial,18,BUILDERS,0,0,0,2052,6804,3576,0,0,0,0,0,0,12432
1683,08-2023,1,Government,2,PID(I),0,126,0,1366,4953,4043,0,274,280,1301,0,0,12343
10020098,05-2023,1,Government,10000164,SPL,0,0,0,2376,648,3672,0,2700,0,2916,0,0,12312
1689,04-2023,20000001,Government Commercial,10000132,PID(I),0,0,0,4092,970,6210,0,105,0,828,0,0,12205
1665,05-2022,1,Government,2,PID(I),0,0,0,1944,3724,3897,0,54,72,2469,0,0,12160
10000994,02-2024,2,Commercial,13,ROP,0,0,0,0,0,12156,0,0,0,0,0,0,12156
10023158,08-2023,1,Government,5,INF-KRY,0,0,0,0,6912,5184,0,0,0,0,0,0,12096
1713,11-2022,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,0,0,6533,0,42,0,5481,0,0,12056
1683,01-2024,1,Government,2,PID(I),0,825,0,4042,2973,1685,0,65,128,2302,0,0,12020
10006694,02-2024,2,Commercial,10000165,Political Ad,0,0,0,2424,3288,4040,0,432,0,1600,0,0,11784
1868,05-2023,1,Government,10000164,SPL,0,0,0,1698,2568,3480,0,1824,0,2160,0,0,11730
10001569,09-2023,2,Commercial,13,ROP,0,0,0,1944,3996,3996,0,1092,0,600,0,0,11628
10007999,04-2022,1,Government,10000158,PRQ (QTA),0,0,0,0,270,11046,0,0,0,0,0,0,11316
1744,08-2022,1,Government,2,PID(I),0,0,0,4332,274,5324,0,0,0,1296,0,0,11226
10020098,02-2024,1,Government,10000164,SPL,0,0,0,1944,3096,2268,0,1302,0,2376,0,0,10986
4416,01-2023,1,Government,2,PID(I),0,264,0,1476,2727,5664,0,216,324,144,0,0,10815
1596,05-2022,1,Government,2,PID(I),0,864,0,1728,1728,2160,0,864,432,3024,0,0,10800
10014890,06-2022,2,Commercial,18,BUILDERS,0,0,0,2808,3024,2808,0,648,0,1512,0,0,10800
10000994,07-2023,2,Commercial,13,ROP,0,0,0,0,0,10753,0,0,0,0,0,0,10753
10020098,12-2023,1,Government,10000164,SPL,0,0,0,2160,972,3576,0,1836,0,2160,0,0,10704
1683,10-2023,1,Government,2,PID(I),0,0,0,1347,3295,2173,0,168,125,3488,0,0,10596
1573,10-2022,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,125,3888,6480,0,0,0,94,0,0,10587
4599,02-2024,2,Commercial,13,ROP,0,0,0,1944,3838,2781,0,0,108,1896,0,0,10567
1713,01-2024,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,1830,0,4582,0,621,0,3465,0,0,10498
10000299,09-2023,1,Government,10000164,SPL,0,0,0,0,0,10464,0,0,0,0,0,0,10464
10000994,03-2023,2,Commercial,13,ROP,0,0,0,0,0,10463,0,0,0,0,0,0,10463
10024918,08-2023,1,Government,5,INF-KRY,0,0,0,0,1728,8704,0,0,0,0,0,0,10432
10018184,09-2023,2,Commercial,18,BUILDERS,0,0,0,1728,2592,2592,0,864,0,2592,0,0,10368
4951,12-2023,2,Commercial,14,EDUCATION,0,0,0,864,1944,4777,0,864,0,1836,0,0,10285
4951,09-2023,2,Commercial,14,EDUCATION,0,216,0,1944,648,4152,0,1080,216,1944,0,0,10200
1689,06-2023,20000001,Government Commercial,10000132,PID(I),0,0,0,4049,3398,1968,0,84,0,476,0,0,9975
10000994,04-2023,2,Commercial,13,ROP,0,0,0,0,0,9936,0,0,0,0,0,0,9936
1868,06-2022,1,Government,10000164,SPL,0,0,0,1968,1929,2298,0,1710,0,1935,0,0,9840
1689,03-2023,20000001,Government Commercial,10000132,PID(I),0,60,0,4130,800,4220,0,162,0,462,0,0,9834
2351,11-2022,1,Government,10000164,SPL,0,0,0,2836,2917,280,0,1160,0,2620,0,0,9813
10000994,01-2023,2,Commercial,13,ROP,0,0,0,0,0,9761,0,0,0,0,0,0,9761
10000994,02-2023,2,Commercial,13,ROP,0,0,0,0,0,9735,0,0,0,0,0,0,9735
10000994,08-2022,2,Commercial,13,ROP,0,0,0,0,0,9690,0,0,0,0,0,0,9690
10014870,06-2023,2,Commercial,13,ROP,0,0,0,3900,0,900,0,2520,0,2334,0,0,9654
10014870,09-2022,2,Commercial,13,ROP,0,0,0,4073,0,1200,0,2400,0,1860,0,0,9533
10000994,06-2023,2,Commercial,13,ROP,0,0,0,0,0,9508,0,0,0,0,0,0,9508
10000994,05-2023,2,Commercial,13,ROP,0,0,0,0,0,9476,0,0,0,0,0,0,9476
4951,06-2023,2,Commercial,14,EDUCATION,0,0,0,1296,1836,4106,0,648,0,1512,0,0,9398
10000994,12-2022,2,Commercial,13,ROP,0,0,0,0,0,9397,0,0,0,0,0,0,9397
2307,05-2023,1,Government,10000164,SPL,0,0,0,1836,432,3564,0,1404,0,2160,0,0,9396
10000994,03-2022,2,Commercial,13,ROP,0,0,0,0,0,9379,0,0,0,0,0,0,9379
10020098,10-2023,1,Government,10000164,SPL,0,0,0,2484,540,2466,0,2052,0,1836,0,0,9378
10014870,05-2023,2,Commercial,13,ROP,0,0,0,4320,0,1200,0,2880,0,960,0,0,9360
10020401,08-2023,1,Government,5,INF-KRY,0,0,0,0,216,8892,0,0,0,216,0,0,9324
1575,01-2022,1,Government,2,PID(I),0,0,0,2520,2223,1404,0,528,108,2458,0,0,9241
4926,08-2023,1,Government,10000164,SPL,0,0,0,1944,756,3240,0,1404,0,1836,0,0,9180
10014870,10-2023,2,Commercial,13,ROP,0,0,0,1980,0,1200,0,3480,0,2502,0,0,9162
10023765,06-2023,2,Commercial,18,BUILDERS,0,0,0,408,2700,2808,0,0,324,2916,0,0,9156
1689,05-2022,20000001,Government Commercial,10000132,PID(I),0,0,0,3446,1483,3661,0,0,0,508,0,0,9098
10020098,01-2024,1,Government,10000164,SPL,0,0,0,1836,2052,2484,0,1188,0,1512,0,0,9072
10000299,04-2022,1,Government,10000164,SPL,0,0,0,0,9056,0,0,0,0,0,0,0,9056
1713,10-2023,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,1649,0,3995,0,543,0,2849,0,0,9036
4927,01-2022,1,Government,2,PID(I),0,648,0,1138,2265,1534,0,768,784,1854,0,0,8991
1665,05-2023,1,Government,2,PID(I),0,120,0,1656,2208,2208,0,888,120,1752,0,0,8952
10014870,07-2023,2,Commercial,13,ROP,0,0,0,3540,0,1200,0,2820,0,1320,0,0,8880
10007999,02-2022,1,Government,10000158,PRQ (QTA),0,0,0,0,359,8459,0,0,0,0,0,0,8818
10000299,12-2023,1,Government,10000164,SPL,0,0,0,0,0,8808,0,0,0,0,0,0,8808
10014870,08-2023,2,Commercial,13,ROP,0,0,0,3480,0,1140,0,2700,0,1440,0,0,8760
10014870,09-2023,2,Commercial,13,ROP,0,0,0,3360,0,1260,0,2700,0,1440,0,0,8760
1213,10-2023,1,Government,10000164,SPL,0,0,0,2052,1404,1728,0,1500,0,2052,0,0,8736
476,08-2023,1,Government,5,INF-KRY,0,0,0,0,8640,76,0,0,0,0,0,0,8716
1868,10-2023,1,Government,10000164,SPL,0,0,0,1944,1956,1416,0,1848,0,1524,0,0,8688
4914,10-2022,2,Commercial,14,EDUCATION,0,0,0,1989,2160,2376,0,1080,0,1080,0,0,8685
10028709,10-2023,2,Commercial,10000165,Political Ad,0,0,0,1236,1790,1940,0,1300,0,2396,0,0,8662
10030523,08-2023,1,Government,5,INF-KRY,0,0,0,0,8640,0,0,0,0,0,0,0,8640
2307,06-2023,1,Government,10000164,SPL,0,0,0,2376,216,3888,0,864,0,1296,0,0,8640
476,07-2023,1,Government,5,INF-KRY,0,0,0,0,0,8640,0,0,0,0,0,0,8640
1689,07-2022,20000001,Government Commercial,10000132,PID(I),0,0,0,3044,1548,3369,0,0,0,564,0,0,8525
10014870,03-2023,2,Commercial,13,ROP,0,0,0,3180,0,1800,0,2160,0,1380,0,0,8520
10000994,09-2022,2,Commercial,13,ROP,0,0,0,0,0,8505,0,0,0,0,0,0,8505
1683,09-2023,1,Government,2,PID(I),0,445,0,1851,1585,1373,0,975,288,1911,0,0,8428
10008386,03-2022,2,Commercial,18,BUILDERS,0,0,0,0,4320,3564,0,0,0,540,0,0,8424
10000994,06-2022,2,Commercial,13,ROP,0,0,0,0,0,8414,0,0,0,0,0,0,8414
4951,10-2022,2,Commercial,14,EDUCATION,0,0,0,864,1692,4497,0,216,0,1140,0,0,8409
1868,01-2022,1,Government,10000164,SPL,0,0,0,1260,1818,1947,0,1698,0,1671,0,0,8394
10003845,07-2023,2,Commercial,13,ROP,0,0,0,0,0,0,0,8362,0,0,0,0,8362
10014870,02-2023,2,Commercial,13,ROP,0,0,0,3180,0,1800,0,2040,0,1328,0,0,8348
10014870,04-2023,2,Commercial,13,ROP,0,0,0,3720,0,1140,0,2520,0,960,0,0,8340
10014870,01-2024,2,Commercial,13,ROP,0,0,0,1800,0,1572,0,3540,0,1392,0,0,8304
4926,07-2022,1,Government,10000164,SPL,0,0,0,1512,1296,1872,0,1296,0,2268,0,0,8244
10014870,11-2023,2,Commercial,13,ROP,0,0,0,1680,0,1200,0,3600,0,1692,0,0,8172
894,06-2023,20000001,Government Commercial,10000129,PID(L),0,0,0,554,2250,3865,0,382,188,924,0,0,8163
10014870,11-2022,2,Commercial,13,ROP,0,0,0,3240,0,1800,0,2160,0,960,0,0,8160
10020098,09-2022,1,Government,10000164,SPL,0,0,0,1080,1428,1512,0,2160,0,1980,0,0,8160
10003845,06-2023,2,Commercial,13,ROP,0,0,0,0,0,0,0,8080,0,0,0,0,8080
1689,08-2022,20000001,Government Commercial,10000132,PID(I),0,0,0,3247,1373,3165,0,81,0,180,0,0,8046
10001569,09-2022,2,Commercial,13,ROP,0,0,0,1512,2652,2700,0,0,0,1160,0,0,8024
10023765,04-2023,2,Commercial,18,BUILDERS,0,0,0,228,2484,2700,0,0,540,2052,0,0,8004
10020098,01-2022,1,Government,10000164,SPL,0,0,0,1728,972,1620,0,1944,0,1728,0,0,7992
10030749,02-2022,2,Commercial,18,BUILDERS,0,216,0,1296,3240,1944,0,216,432,648,0,0,7992
10023765,01-2023,2,Commercial,18,BUILDERS,0,0,0,60,2592,2700,0,0,432,2160,0,0,7944
4416,01-2022,1,Government,2,PID(I),0,108,0,0,3021,3574,0,477,537,204,0,0,7921
10014890,08-2023,2,Commercial,18,BUILDERS,0,0,0,3996,1080,1080,0,864,0,864,0,0,7884
1573,04-2023,20000001,Government Commercial,10000132,PID(I),0,639,0,924,228,4815,0,108,108,960,0,0,7782
10000299,08-2023,1,Government,10000164,SPL,0,0,0,0,567,7200,0,0,0,0,0,0,7767
2351,11-2023,1,Government,10000164,SPL,0,0,0,1701,1620,2268,0,1080,0,1080,0,0,7749
10014870,12-2022,2,Commercial,13,ROP,0,0,0,2868,0,1200,0,2160,0,1500,0,0,7728
1689,06-2022,20000001,Government Commercial,10000132,PID(I),0,0,0,2989,1193,3290,0,64,0,189,0,0,7725
1868,04-2022,1,Government,10000164,SPL,0,0,0,1161,888,1596,0,2088,0,1980,0,0,7713
10001536,05-2022,2,Commercial,18,BUILDERS,0,0,0,1376,2525,2084,0,518,0,1156,0,0,7659
10007999,03-2022,1,Government,10000158,PRQ (QTA),0,0,0,0,368,7279,0,0,0,0,0,0,7647
1683,06-2023,1,Government,2,PID(I),0,86,0,1834,1652,1808,0,441,64,1757,0,0,7642
10018557,01-2024,2,Commercial,10000165,Political Ad,0,428,0,1128,1900,1880,0,752,30,1504,0,0,7622
10014870,12-2023,2,Commercial,13,ROP,0,0,0,1665,0,1200,0,3300,0,1440,0,0,7605
1683,06-2022,1,Government,2,PID(I),0,176,0,1440,1910,2790,0,432,108,738,0,0,7594
1683,12-2022,1,Government,2,PID(I),0,108,0,991,2421,1221,0,592,80,2181,0,0,7594
10025115,02-2022,1,Government,9,INF(P),0,3688,0,120,0,743,0,0,2426,597,0,0,7574
10000994,08-2023,2,Commercial,13,ROP,0,0,0,0,0,7566,0,0,0,0,0,0,7566
10001150,03-2023,1,Government,10000159,DIRECT CLIENT,0,0,0,1684,632,1866,0,0,0,3356,0,0,7538
10014870,01-2023,2,Commercial,13,ROP,0,0,0,3120,0,1200,0,2220,0,960,0,0,7500
1689,09-2022,20000001,Government Commercial,10000132,PID(I),0,0,0,2153,1356,2543,0,330,0,1112,0,0,7494
10028709,01-2024,2,Commercial,10000165,Political Ad,0,0,0,0,1262,312,0,3374,0,2536,0,0,7484
10000994,10-2022,2,Commercial,13,ROP,0,0,0,0,0,7463,0,0,0,0,0,0,7463
10023765,10-2023,2,Commercial,18,BUILDERS,0,0,0,0,2700,2700,0,0,0,2052,0,0,7452
10003845,05-2023,2,Commercial,13,ROP,0,0,0,0,0,0,0,7436,0,0,0,0,7436
4926,11-2023,1,Government,10000164,SPL,0,0,0,1836,904,1984,0,1192,0,1512,0,0,7428
10000299,11-2022,1,Government,10000164,SPL,0,0,0,0,3240,4176,0,0,0,0,0,0,7416
1713,12-2023,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,984,0,3243,0,549,0,2622,0,0,7398
871,09-2023,20000001,Government Commercial,10000129,PID(L),0,0,0,1260,4520,552,0,147,0,892,0,0,7371
1689,02-2022,20000001,Government Commercial,10000132,PID(I),0,162,0,1836,1602,2864,0,456,54,382,0,0,7356
10014870,10-2022,2,Commercial,13,ROP,0,0,0,2983,0,1140,0,1680,0,1548,0,0,7351
10023765,12-2023,2,Commercial,18,BUILDERS,0,0,0,0,2700,2592,0,0,0,2052,0,0,7344
10020098,06-2023,1,Government,10000164,SPL,0,0,0,1296,324,2484,0,1620,0,1620,0,0,7344
1689,04-2022,20000001,Government Commercial,10000132,PID(I),0,64,0,2687,1770,2138,0,160,304,200,0,0,7323
871,04-2023,1,Government,4,PID(L),0,0,0,1197,4009,763,0,190,0,1163,0,0,7322
1713,11-2023,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,1854,0,2938,0,417,0,2081,0,0,7290
10000994,04-2022,2,Commercial,13,ROP,0,0,0,0,0,7281,0,0,0,0,0,0,7281
2351,01-2024,1,Government,10000164,SPL,0,0,0,1728,1548,1620,0,900,0,1440,0,0,7236
4914,07-2022,2,Commercial,14,EDUCATION,0,0,0,3069,1296,1125,0,432,0,1296,0,0,7218
10000994,01-2022,2,Commercial,13,ROP,0,0,0,0,0,7194,0,0,0,0,0,0,7194
1573,03-2023,20000001,Government Commercial,10000132,PID(I),0,366,0,1211,309,4363,0,120,108,687,0,0,7164
1603,02-2023,1,Government,2,PID(I),0,108,0,1296,2160,2160,0,540,108,756,0,0,7128
10000994,07-2022,2,Commercial,13,ROP,0,0,0,0,0,7117,0,0,0,0,0,0,7117
2351,02-2022,1,Government,10000164,SPL,0,0,0,2016,1064,1476,0,1212,0,1320,0,0,7088
4926,04-2022,1,Government,10000164,SPL,0,0,0,1308,1200,1524,0,1416,0,1632,0,0,7080
10000299,11-2023,1,Government,10000164,SPL,0,0,0,0,0,7064,0,0,0,0,0,0,7064
10020098,08-2023,1,Government,10000164,SPL,0,0,0,1080,972,1416,0,1614,0,1944,0,0,7026
4605,04-2022,2,Commercial,13,ROP,0,0,0,1260,1700,1832,0,336,20,1872,0,0,7020
1868,12-2022,1,Government,10000164,SPL,0,0,0,1044,1164,0,0,2088,0,2703,0,0,6999
10030865,10-2022,2,Commercial,13,ROP,0,0,0,0,0,6984,0,0,0,0,0,0,6984
1713,02-2024,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,1553,0,2946,0,660,0,1799,0,0,6958
10030749,03-2022,2,Commercial,18,BUILDERS,0,0,0,1512,1968,2172,0,216,216,864,0,0,6948
4951,01-2023,2,Commercial,14,EDUCATION,0,0,0,1080,1296,2484,0,648,0,1416,0,0,6924
10020098,09-2023,1,Government,10000164,SPL,0,0,0,1512,1080,1836,0,1188,0,1296,0,0,6912
10007999,01-2022,1,Government,10000158,PRQ (QTA),0,0,0,0,233,6642,0,0,0,0,0,0,6875
10020098,11-2022,1,Government,10000164,SPL,0,0,0,1404,1404,762,0,216,0,3088,0,0,6874
10014870,02-2024,2,Commercial,13,ROP,0,0,0,1620,0,1080,0,3240,0,900,0,0,6840
10000994,11-2022,2,Commercial,13,ROP,0,0,0,0,0,6835,0,0,0,0,0,0,6835
1683,11-2022,1,Government,2,PID(I),0,252,0,493,1250,3563,0,126,236,901,0,0,6821
1868,09-2023,1,Government,10000164,SPL,0,0,0,1348,1008,1748,0,1240,0,1464,0,0,6808
10009056,10-2022,20000001,Government Commercial,10000129,PID(L),0,216,0,1048,1778,1824,0,52,264,1619,0,0,6801
1683,02-2023,1,Government,2,PID(I),0,24,0,1150,2591,1580,0,48,131,1273,0,0,6797
1689,07-2023,20000001,Government Commercial,10000132,PID(I),0,0,0,2737,2202,987,0,288,0,574,0,0,6788
10027741,02-2022,1,Government,2,PID(I),0,0,0,1836,1728,1692,0,432,0,1080,0,0,6768
10004568,03-2022,2,Commercial,18,BUILDERS,0,0,0,432,1728,3948,0,0,0,648,0,0,6756
1713,06-2023,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,1177,45,3456,0,51,0,2011,0,0,6740
4914,09-2023,2,Commercial,14,EDUCATION,0,0,0,1296,648,1728,0,1296,0,1728,0,0,6696
10023765,03-2023,2,Commercial,18,BUILDERS,0,0,0,216,2160,2160,0,108,432,1620,0,0,6696
10023765,12-2022,2,Commercial,18,BUILDERS,0,0,0,288,2160,2052,0,196,324,1620,0,0,6640
1713,08-2023,20000001,Government Commercial,10000160,DIRECT CLIENT,0,0,0,1473,0,3171,0,171,0,1821,0,0,6636
10018557,02-2024,2,Commercial,10000165,Political Ad,0,590,0,1128,1880,1888,0,0,20,1128,0,0,6634
10023765,05-2023,2,Commercial,18,BUILDERS,0,0,0,60,2160,2160,0,48,432,1728,0,0,6588
4767,12-2022,2,Commercial,13,ROP,0,0,0,0,2484,4104,0,0,0,0,0,0,6588
4926,01-2022,1,Government,10000164,SPL,0,0,0,1512,648,1836,0,1296,0,1296,0,0,6588
10020098,10-2022,1,Government,10000164,SPL,0,0,0,1080,1416,1428,0,972,0,1632,0,0,6528
10029733,12-2022,2,Commercial,13,ROP,0,0,0,0,0,0,0,0,0,6528,0,0,6528
4926,05-2022,1,Government,10000164,SPL,0,0,0,1418,648,2052,0,1188,0,1196,0,0,6502
10008338,12-2022,2,Commercial,18,BUILDERS,0,0,0,0,432,6048,0,0,0,0,0,0,6480
10030740,07-2023,2,Commercial,13,ROP,0,0,0,0,0,0,0,0,0,6480,0,0,6480
10024381,09-2023,1,Government,10000164,SPL,0,0,0,972,972,1836,0,972,0,1728,0,0,6480
10023765,02-2023,2,Commercial,18,BUILDERS,0,0,0,0,2160,2160,0,212,324,1620,0,0,6476
1573,08-2023,20000001,Government Commercial,10000132,PID(I),0,261,0,2118,474,2823,0,0,0,745,0,0,6421
1689,10-2022,20000001,Government Commercial,10000132,PID(I),0,0,0,1047,1081,2944,0,0,0,1343,0,0,6415
4951,08-2022,2,Commercial,14,EDUCATION,0,0,0,708,1296,3192,0,216,0,864,0,0,6276
10023765,10-2022,2,Commercial,18,BUILDERS,0,0,0,336,1620,2160,0,0,0,2160,0,0,6276
10023765,09-2023,2,Commercial,18,BUILDERS,0,0,0,0,2160,2160,0,216,0,1728,0,0,6264
10023765,11-2023,2,Commercial,18,BUILDERS,0,0,0,0,2160,2160,0,216,0,1728,0,0,6264
10001536,02-2022,2,Commercial,18,BUILDERS,0,0,0,768,2052,1684,0,704,0,1052,0,0,6260
10007125,12-2023,1,Government,10,AJK,0,0,0,2134,0,2241,0,0,0,1872,0,0,6247
10023765,08-2023,2,Commercial,18,BUILDERS,0,0,0,168,2160,2133,0,108,0,1620,0,0,6189
10001150,07-2022,1,Government,2,PID(I),0,348,0,1192,1974,534,0,240,432,1440,0,0,6160
4951,07-2023,2,Commercial,14,EDUCATION,0,0,0,864,1620,3020,0,0,0,648,0,0,6152
10000994,01-2024,2,Commercial,13,ROP,0,0,0,0,0,6135,0,0,0,0,0,0,6135
1683,07-2023,1,Government,2,PID(I),0,163,0,1297,1562,2249,0,456,231,172,0,0,6130
4927,04-2022,1,Government,2,PID(I),0,248,0,1196,1232,1180,0,793,108,1362,0,0,6119
1683,09-2022,1,Government,2,PID(I),0,256,0,1066,1414,1146,0,129,406,1687,0,0,6104
1573,07-2023,20000001,Government Commercial,10000132,PID(I),0,441,0,876,150,3390,0,108,213,923,0,0,6101
4416,12-2022,1,Government,2,PID(I),0,108,0,834,1185,3086,0,0,140,744,0,0,6097
1573,06-2023,20000001,Government Commercial,10000132,PID(I),0,0,0,1005,450,2886,0,60,0,1675,0,0,6076
10029257,03-2023,1,Government,2,PID(I),0,120,0,360,1812,2376,0,228,0,1176,0,0,6072
10030740,09-2022,2,Commercial,13,ROP,0,0,0,0,0,0,0,0,0,6048,0,0,6048
10023765,01-2024,2,Commercial,18,BUILDERS,0,0,0,0,2160,2160,0,216,0,1512,0,0,6048
1887,01-2024,1,Government,10000164,SPL,0,0,0,648,1296,1512,0,1188,0,1404,0,0,6048
10000994,05-2022,2,Commercial,13,ROP,0,0,0,0,0,6030,0,0,0,0,0,0,6030
1575,01-2023,1,Government,2,PID(I),0,567,0,1236,1368,1313,0,432,108,1004,0,0,6028
